Chromosome	Start	Stop	Strand	Gene Symbol	gene_biotype	gene_name	gene_source	TB64SL	TB65SR	TB66SL	TB64SR	TB65SL	TB66SR	TB61SL	TB61SR	TB68SL	TB68SR
7	27342133	27356020	-	Shkbp1	protein_coding	Shkbp1	ensembl_havana	4.08941	6.14026	5.17159	4.47932	4.43027	4.97951	4.8265	5.60459	4.23623	4.49874
2	132686931	132751056	+	Shld1	protein_coding	Shld1	ensembl_havana	2.65708	2.16651	2.7652	2.94949	2.73462	2.88953	2.78508	2.35638	2.42074	2.77992
14	34237033	34310494	-	Shld2	protein_coding	Shld2	ensembl_havana	6.17206	6.97812	6.51676	6.05049	6.06621	6.28145	6.44881	7.04231	6.80551	6.09023
13	104173722	104178440	-	Shld3	protein_coding	Shld3	ensembl_havana	0.678867	0.892395	1.19523	0.797335	0.969969	0.558913	1.17014	1.34297	1.32509	1.33593
11	60788104	60811719	-	Shmt1	protein_coding	Shmt1	ensembl_havana	3.4182	2.7889	4.3047	3.90047	2.61522	1.17643	2.54173	1.75732	3.25948	2.06905
10	127517123	127522445	-	Shmt2	protein_coding	Shmt2	ensembl_havana	8.22011	9.92253	8.17585	8.20051	7.12897	8.09734	7.54389	7.69462	8.31312	8.382
19	53944306	54033134	+	Shoc2	protein_coding	Shoc2	ensembl_havana	33.0051	31.1557	32.8076	33.2564	30.1514	33.4288	31.9466	32.5221	29.3026	31.459
3	66971727	66981772	-	Shox2	protein_coding	Shox2	ensembl_havana	0.0969692	0.143729	0.149565	0.0414466	0.2031	0.114307	0.189371	0.239722	0.180587	0.25474
11	73199460	73224512	+	Shpk	protein_coding	Shpk	ensembl_havana	3.97173	4.5364	4.70825	4.06586	4.28696	4.26	4.79947	4.63277	3.99204	4.22288
10	11149427	11217596	+	Shprh	protein_coding	Shprh	ensembl_havana	38.7894	40.9705	43.1506	42.0357	43.6331	38.7845	39.6659	41.6277	43.7202	43.416
6	100568256	100671158	-	Shq1	protein_coding	Shq1	ensembl_havana	1.92365	2.02288	1.91325	1.29563	1.92263	2.1015	2.40654	2.01026	2.7074	1.78258
11	53457205	53467767	+	Shroom1	protein_coding	Shroom1	ensembl_havana	2.03435	1.99894	1.8983	1.87448	1.55245	2.821	1.83873	1.6242	2.02792	1.53855
X	152609509	152769466	-	Shroom2	protein_coding	Shroom2	ensembl_havana	33.0874	31.6347	33.1365	35.1172	31.8711	28.986	34.2442	33.7067	32.3076	33.0927
5	92683435	92965319	+	Shroom3	protein_coding	Shroom3	ensembl_havana	11.2646	10.9159	11.4342	10.7227	11.2726	12.3116	10.9643	10.2106	9.73577	12.9125
X	6399854	6637449	+	Shroom4	protein_coding	Shroom4	ensembl_havana	25.2277	25.291	24.1685	25.3319	26.9156	28.015	22.0098	26.7579	26.3725	21.5174
19	58973356	59076101	-	Shtn1	protein_coding	Shtn1	ensembl_havana	10.3236	13.0943	10.4028	9.77165	10.4487	12.5287	10.8561	13.9248	10.5533	9.92043
9	37555698	37649656	+	Siae	protein_coding	Siae	ensembl_havana	12.953	12.9747	14.6327	12.914	12.7175	12.6771	13.587	14.3641	12.9633	11.7984
8	86724007	86745935	-	Siah1a	protein_coding	Siah1a	ensembl_havana	9.6827	11.0737	9.6938	9.57401	8.12691	9.96012	9.74618	9.76412	9.17289	8.92368
X	164070705	164076494	-	Siah1b	protein_coding	Siah1b	ensembl_havana	0.834599	1.18287	1.29208	1.1901	1.58145	1.1638	0.839454	1.23205	1.66713	1.53797
3	58674938	58692401	-	Siah2	protein_coding	Siah2	ensembl_havana	2.74011	3.15995	2.64563	2.10878	2.99733	2.95805	2.85268	2.11676	2.95159	2.42979
14	75455982	75529709	+	Siah3	protein_coding	Siah3	ensembl_havana	0.0001	0.0838839	0.089779	0.0827933	0.155335	0.0686239	0.040658	0.119911	0.0213337	0.49877
16	44240180	44333197	-	Sidt1	protein_coding	Sidt1	ensembl_havana	0.138485	0.0240382	0.29903	0.0138822	0.262806	0.0457826	0.0541773	0.17316	0.106269	0.48816
9	45937857	45955259	-	Sidt2	protein_coding	Sidt2	ensembl_havana	45.501	37.9663	44.0026	39.224	39.6447	40.6919	44.9247	45.0091	38.2738	33.7612
7	141091175	141100573	-	Sigirr	protein_coding	Sigirr	ensembl_havana	1.979	1.80744	1.44991	1.77801	1.93457	2.07866	2.16319	1.79726	2.50568	1.5916
2	131069220	131086766	-	Siglec1	protein_coding	Siglec1	ensembl_havana	5.31407	6.73869	5.15664	4.72741	5.87513	5.34497	5.61062	5.91077	4.10881	4.15922
7	43651070	43660162	-	Siglece	protein_coding	Siglece	ensembl_havana	1.01031	1.02944	0.358816	1.07511	0.919569	0.913752	1.00053	0.998523	0.806982	1.10354
7	43351341	43359532	+	Siglecf	protein_coding	Siglecf	ensembl_havana	0.581315	1.59199	0.866997	0.86838	1.45692	0.982277	0.892375	0.958586	1.05117	0.880729
7	43408204	43418359	+	Siglecg	protein_coding	Siglecg	ensembl_havana	0.0831307	0.287359	0.284083	0.358438	0.143394	0.251354	0.040658	0.146535	0.0850349	0.15925
7	55768178	55778926	+	Siglech	protein_coding	Siglech	ensembl_havana	0.401415	0.0719147	0.538174	0.234398	0.501629	0.194251	0.500315	0.239722	0.159353	0.3184
4	41738493	41756158	-	Sigmar1	protein_coding	Sigmar1	ensembl_havana	6.06135	7.19354	6.69612	5.96779	5.32585	7.0124	6.50288	6.64293	5.83937	6.24939
17	31844250	31855805	-	Sik1	protein_coding	Sik1	ensembl_havana	30.4999	29.5278	43.5989	29.7147	31.3935	27.3753	23.3211	22.3382	19.3972	16.7214
9	50892801	51009074	-	Sik2	protein_coding	Sik2	ensembl_havana	21.5189	18.1692	18.5935	18.7991	19.4045	16.7884	17.9402	19.3163	18.0912	20.5622
9	46012820	46224195	+	Sik3	protein_coding	Sik3	ensembl_havana	25.02	22.5738	23.8546	21.3074	20.7061	24.8401	27.4308	24.8276	21.0854	22.037
3	102995708	103008460	+	Sike1	protein_coding	Sike1	ensembl_havana	24.1206	26.1167	23.6455	23.1128	27.6797	27.227	25.7409	25.6264	24.7267	23.374
18	35266396	35499781	-	Sil1	protein_coding	Sil1	ensembl_havana	15.5821	18.2772	16.9046	16.8281	14.1265	17.6563	16.5344	16.5872	17.0934	16.7957
10	50894754	50989153	+	Sim1	protein_coding	Sim1	ensembl_havana	0.0139385	0.0001	0.0748325	0.0001	0.10757	0.0001	0.0001	0.0001	0.0531843	0.03193
16	94084931	94127033	+	Sim2	protein_coding	Sim2	ensembl_havana	0.0001	0.0719147	0.0001	0.0001	0.0001	0.0800446	0.0001	0.0267246	0.0213337	0.0001
13	54503779	54551291	+	Simc1	protein_coding	Simc1	ensembl_havana	7.09923	8.56999	7.84701	7.07037	8.37085	8.6798	7.71963	7.36181	6.986	7.05575
9	57072040	57128367	+	Sin3a	protein_coding	Sin3a	ensembl_havana	29.4485	29.2529	28.1442	28.2397	29.1126	30.9276	32.6362	31.0712	28.2199	25.7931
8	72723285	72758202	+	Sin3b	protein_coding	Sin3b	ensembl_havana	30.6384	31.8141	33.4355	28.0056	26.4019	32.3205	28.8775	28.2356	29.5896	28.8168
6	148921035	148946468	-	Sinhcaf	protein_coding	Sinhcaf	ensembl_havana	6.73239	7.60718	6.62597	7.69963	6.20871	5.59142	8.09894	7.4116	5.95122	4.88035
19	5651185	5663708	-	Sipa1	protein_coding	Sipa1	ensembl_havana	10.2821	11.3588	9.81995	8.44861	8.57385	11.1124	8.69301	9.14567	8.91827	7.5438
12	82169320	82451787	+	Sipa1l1	protein_coding	Sipa1l1	ensembl_havana	54.9386	50.6289	53.4789	53.1997	49.0547	52.7983	51.1575	54.035	44.9413	48.8693
8	125418063	125569809	-	Sipa1l2	protein_coding	Sipa1l2	ensembl_havana	32.5073	36.1588	34.8857	33.5741	30.725	35.3696	32.2711	30.0333	31.6168	31.4373
7	29320372	29518642	-	Sipa1l3	protein_coding	Sipa1l3	ensembl_havana	24.3698	24.9435	24.9159	20.7285	21.3747	23.618	25.146	20.9271	19.5034	17.6976
2	129592835	129632229	+	Sirpa	protein_coding	Sirpa	ensembl_havana	61.0835	62.4666	57.2303	58.6995	57.2226	58.4616	61.8921	62.7002	49.1664	53.8764
3	15371653	15426521	-	Sirpb1a	protein_coding	Sirpb1a	ensembl_havana	0.26237	0.228297	0.121048	0.226654	0.13982	0.0520155	0.0819757	0.361627	0.0672875	0.11779
3	15495751	15575066	-	Sirpb1b	protein_coding	Sirpb1b	ensembl_havana	0.376118	0.142946	0.0748687	0.238976	0.0978749	0.0843918	0.177414	0.227646	0.135981	0.0563229
3	15795145	15848529	-	Sirpb1c	protein_coding	Sirpb1c	ensembl_havana	0.0537355	0.0838838	0.252778	0.458079	0.0133696	0.183671	0.376319	0.28964	0.104921	0.155097
10	63319005	63381705	-	Sirt1	protein_coding	Sirt1	ensembl_havana	12.5792	10.2576	11.8825	12.6659	12.7652	10.2673	13.8034	13.8981	12.6341	13.4111
7	28766735	28788662	+	Sirt2	protein_coding	Sirt2	ensembl_havana	21.2145	22.6217	19.9687	20.2462	21.3509	20.8542	22.7936	22.7908	18.1231	18.6524
7	140863666	140882310	-	Sirt3	protein_coding	Sirt3	ensembl_havana	10.1298	10.2696	8.81853	9.16527	8.50221	8.70265	9.73402	8.4401	7.92028	8.2971
5	115478010	115484726	-	Sirt4	protein_coding	Sirt4	ensembl_havana	4.71902	3.36342	4.57373	5.1133	4.08398	3.16362	3.33937	3.51455	4.24685	5.199
13	43365496	43395204	+	Sirt5	protein_coding	Sirt5	ensembl_havana	5.72922	5.91285	6.41215	5.7335	5.71991	5.05945	4.79946	5.49808	5.32976	4.51996
10	81621785	81627798	-	Sirt6	protein_coding	Sirt6	ensembl_havana	2.43567	2.51361	2.22713	1.84692	1.77933	2.77532	2.48765	2.23657	2.03854	2.32369
11	120618372	120625241	-	Sirt7	protein_coding	Sirt7	ensembl_havana	10.9186	9.91054	11.4118	12.349	10.2814	10.326	10.3829	10.3305	10.6276	9.77191
12	112644679	112649150	+	Siva1	protein_coding	Siva1	ensembl_havana	3.29365	3.35691	3.29825	3.56969	2.93105	2.50122	3.64646	3.08856	3.3338	3.7335
12	73040015	73053888	-	Six1	protein_coding	Six1	ensembl_havana	7.74964	7.73215	7.63776	6.7396	6.89015	11.9804	8.3956	9.03916	6.97538	6.63134
17	85684277	85688275	-	Six2	protein_coding	Six2	ensembl_havana	2.43567	2.34605	1.42002	1.43345	1.81515	3.47199	1.70354	2.06351	2.22964	1.76136
17	85613608	85629303	+	Six3	protein_coding	Six3	ensembl_havana	5.74306	6.66689	6.90538	5.8851	5.71992	5.93884	7.61148	6.68288	5.49964	4.76398
17	85600651	85618399	-	Six3os1	lncRNA	Six3os1	ensembl_havana	57.0145	65.89	58.7549	62.0477	56.5533	58.9304	55.0371	61.2766	50.5044	42.5993
12	73099609	73113457	-	Six4	protein_coding	Six4	ensembl_havana	9.49329	7.19354	5.39578	6.00915	6.2095	9.23939	8.54432	8.77292	7.11339	6.29182
7	19094594	19098550	+	Six5	protein_coding	Six5	ensembl_havana	9.68702	10.9399	9.62564	7.8284	9.4575	8.96531	8.1117	8.09398	8.24941	7.25733
12	72939892	72944900	+	Six6	protein_coding	Six6	ensembl_havana	2.36648	1.6279	3.00435	2.93571	3.27198	0.628236	2.20375	1.31802	1.25289	3.03456
18	74195299	74207819	-	Ska1	protein_coding	Ska1	ensembl_havana	0.152323	0.095853	0.029993	0.0965755	0.10757	0.114307	0.040658	0.0799739	0.191204	0.0001
11	87109234	87124636	+	Ska2	protein_coding	Ska2	ensembl_havana	10.4561	12.3283	10.7331	11.6323	11.1151	9.3536	11.4306	11.512	10.5397	10.5534
1	150549317	150549677	+	Ska2l-ps	processed_pseudogene	Ska2l-ps	havana	0.28278	0.430988	0.357388	0.413566	0.372449	0.399823	0.398998	0.509221	0.289726	0.322049
14	57806561	57826186	-	Ska3	protein_coding	Ska3	ensembl_havana	0.442931	0.263421	0.089779	0.0827933	0.238923	0.102886	0.162332	0.279658	0.223054	0.12742
11	96464593	96759131	+	Skap1	protein_coding	Skap1	ensembl_havana	0.470608	0.263421	0.508281	0.344655	0.0836881	0.125727	0.500315	0.545905	0.212437	0.20169
6	51857422	52012550	-	Skap2	protein_coding	Skap2	ensembl_havana	7.5559	7.54065	7.12958	6.5053	6.92598	7.86893	7.7185	8.06737	6.60379	6.29182
4	155154075	155222593	-	Ski	protein_coding	Ski	ensembl_havana	56.9735	50.5205	50.3095	47.0239	45.603	55.1373	53.9825	53.6096	46.7455	44.7643
2	18040676	18049052	-	Skida1	protein_coding	Skida1	ensembl_havana	4.22083	3.94991	3.75167	4.41041	4.94373	3.55192	4.24516	4.02043	2.99406	6.80108
3	31095058	31122578	+	Skil	protein_coding	Skil	ensembl_havana	91.2935	76.6026	91.3844	87.5726	72.0053	95.6496	93.7286	90.4982	86.5932	73.4644
4	112232245	112300469	+	Skint3	protein_coding	Skint3	ensembl_havana	0.0969692	0.335235	0.029993	0.0690111	0.0956293	0.114307	0.365122	0.159848	0.244288	0.0849799
4	112804616	113286974	-	Skint6	protein_coding	Skint6	ensembl_havana	0.0277769	0.0001	0.029993	0.0001	0.0001	0.0001	0.0001	0.0932862	0.0425675	0.02132
4	111919392	111950359	+	Skint8	protein_coding	Skint8	ensembl_havana	0.0139385	0.0001	0.0001	0.0276644	0.071747	0.0229413	0.0136193	0.0134123	0.0531843	0.0001
17	34839228	34850211	-	Skiv2l	protein_coding	Skiv2l	ensembl_havana	26.9713	26.1048	26.6945	24.5601	23.0108	23.1613	26.2411	26.0523	25.1835	22.557
9	63138170	63148962	-	Skor1	protein_coding	Skor1	ensembl_havana	0.0001	0.0479765	0.0001	0.0001	0.0120412	0.0457826	0.0271387	0.0666615	0.0001	0.0001
11	52231995	52246859	+	Skp1a	protein_coding	Skp1a	ensembl_havana	84.8596	83.3175	87.3286	81.5536	74.1255	80.8896	85.9919	86.9363	81.0554	84.1152
15	9111985	9155426	-	Skp2	protein_coding	Skp2	ensembl_havana	3.25214	3.45918	2.9894	2.77033	3.0451	3.25499	2.78508	2.34307	4.20438	3.02395
15	66780819	66831830	-	Sla	protein_coding	Sla	ensembl_havana	4.76053	3.68659	2.73531	4.58957	2.8421	2.50122	3.46105	4.19348	4.22561	3.51201
2	156872457	156887193	-	Sla2	protein_coding	Sla2	ensembl_havana	0.0139385	0.0001	0.029993	0.206833	0.0956293	0.0457826	0.135293	0.0533492	0.0001	0.1062
14	103650228	103704908	+	Slain1	protein_coding	Slain1	ensembl_havana	0.913438	1.07732	1.39012	0.868379	1.50469	0.776705	1.83873	1.55764	1.10425	1.64465
5	72914304	72978830	+	Slain2	protein_coding	Slain2	ensembl_havana	32.6174	32.2688	33.5999	32.2367	31.3815	36.3859	32.3383	33.1344	34.4093	27.2996
1	171767127	171801185	+	Slamf1	protein_coding	Slamf1	ensembl_havana	0.0831308	0.0001	0.224297	0.137922	0.0359235	0.114307	0.0136193	0.0666615	0.0213337	0.0001
1	171917515	171953171	+	Slamf6	protein_coding	Slamf6	ensembl_havana	0.166162	0.215544	0.059886	0.0690111	0.119512	0.205672	0.20289	0.306283	0.0744181	0.14864
1	171632403	171653036	-	Slamf7	protein_coding	Slamf7	ensembl_havana	1.52233	1.54412	0.911837	1.10268	1.25392	1.06222	1.64946	1.87714	0.8813	0.47755
1	172581758	172590569	-	Slamf8	protein_coding	Slamf8	ensembl_havana	0.290708	0.107822	0.194404	0.234398	0.262806	0.125727	0.162332	0.306283	0.159353	0.05315
1	172475358	172478576	+	Slamf9	protein_coding	Slamf9	ensembl_havana	1.93748	2.10667	1.55454	1.35076	1.79127	1.00512	1.5413	1.74401	1.83682	1.30513
5	33634952	33652575	-	Slbp	protein_coding	Slbp	ensembl_havana	8.30317	10.8322	11.8974	10.3505	10.7113	8.94247	11.6131	10.9694	12.2307	9.70824
X	74369217	74373350	-	Slc10a3	protein_coding	Slc10a3	ensembl_havana	4.71743	5.06898	4.85772	4.6309	4.51358	3.90593	4.4074	5.80424	4.61844	4.34984
5	73006883	73012956	+	Slc10a4	protein_coding	Slc10a4	ensembl_havana	0.0277769	0.0599456	0.0449395	0.0276644	0.0478646	0.0001	0.0136193	0.0400369	0.138119	0.18768
3	10331734	10335657	-	Slc10a5	protein_coding	Slc10a5	ensembl_havana	0.141347	0.0360074	0.239244	0.0552289	0.119512	0.102886	0.108255	0.119911	0.116886	0.16986
5	103605711	103629404	-	Slc10a6	protein_coding	Slc10a6	ensembl_havana	0.941115	0.478865	0.403655	0.689211	0.489688	0.468347	0.486796	0.8654	1.08302	0.795849
8	78509346	78734004	+	Slc10a7	protein_coding	Slc10a7	ensembl_havana	10.8356	10.3414	10.911	11.6185	9.7799	10.8611	11.7078	11.0094	9.76763	10.6101
1	74375195	74386063	+	Slc11a1	protein_coding	Slc11a1	ensembl_havana	8.38621	9.07271	10.7018	11.1637	9.68439	6.12157	7.89539	7.4816	8.09017	5.51729
15	100387898	100425073	-	Slc11a2	protein_coding	Slc11a2	ensembl_havana	20.5918	21.5924	21.254	18.3856	22.7838	21.6765	20.617	19.1432	20.6711	20.3607
2	125152505	125230003	+	Slc12a1	protein_coding	Slc12a1	ensembl_havana	0.207677	0.299328	0.104725	0.179269	0.31057	0.114307	0.189371	0.239722	0.244288	0.2123
18	57878678	57946822	+	Slc12a2	protein_coding	Slc12a2	ensembl_havana	167.847	163.462	174.007	164.367	159.486	193.672	167.545	178.372	183.916	157.378
8	94329201	94366215	+	Slc12a3	protein_coding	Slc12a3	ensembl_havana	0.166162	0.167668	0.373762	0.0138822	0.215041	0.228513	0.0947353	0.0533492	0.159353	0.16986
8	105943590	105966098	-	Slc12a4	protein_coding	Slc12a4	ensembl_havana	40.4765	40.708	38.9654	35.118	34.2239	46.7233	42.3294	42.6653	42.3504	37.5165
2	164960802	164999732	+	Slc12a5	protein_coding	Slc12a5	ensembl_havana	6.60104	4.58427	6.93527	7.49761	14.6758	2.17002	3.2853	2.32975	4.05574	28.3713
2	112265825	112363164	+	Slc12a6	protein_coding	Slc12a6	ensembl_havana	66.8724	65.3174	62.0075	62.1724	63.0768	64.1573	65.3745	69.8734	58.7574	71.6878
13	73733094	73816755	+	Slc12a7	protein_coding	Slc12a7	ensembl_havana	37.5022	34.8185	35.5279	34.6348	33.7459	40.3945	34.0957	35.371	28.9628	26.3871
16	33517328	33664136	+	Slc12a8	protein_coding	Slc12a8	ensembl_havana	1.24556	0.933692	0.702585	0.964855	0.991216	1.0508	0.743663	0.399469	0.934384	1.02927
5	137314558	137333598	-	Slc12a9	protein_coding	Slc12a9	ensembl_havana	9.7147	10.7125	9.93952	9.2204	8.2395	9.37647	9.34195	8.37354	9.26861	8.66847
6	24088283	24168093	-	Slc13a1	protein_coding	Slc13a1	ensembl_havana	0.0001	0.0001	0.0001	0.0138822	0.0836881	0.0001	0.0001	0.0533492	0.0107169	0.05315
11	78397087	78422218	-	Slc13a2	protein_coding	Slc13a2	ensembl_havana	0.387577	0.179637	0.59796	0.37222	0.573276	0.137148	0.216409	0.958586	0.902534	0.11681
2	165405028	165473231	-	Slc13a3	protein_coding	Slc13a3	ensembl_havana	32.4096	26.7031	28.9967	30.045	20.3002	34.0907	29.1343	30.9912	17.1251	20.6047
6	35267957	35308132	-	Slc13a4	protein_coding	Slc13a4	ensembl_havana	13.4096	10.7843	19.1764	18.3717	23.2377	3.84886	14.0332	9.99768	10.1074	9.53849
11	72241989	72267223	-	Slc13a5	protein_coding	Slc13a5	ensembl_havana	0.387577	0.442958	0.478388	0.261962	0.549393	0.114307	0.378641	0.199785	0.148736	0.49877
18	78100091	78142120	-	Slc14a1	protein_coding	Slc14a1	ensembl_havana	2.26961	1.54412	3.49758	2.31551	2.55551	0.708181	2.05504	1.89045	1.23166	1.57038
18	78146148	78596943	-	Slc14a2	protein_coding	Slc14a2	ensembl_havana	0.290708	0.0838839	0.239244	0.0414466	0.274747	0.411244	0.229929	0.359532	0.0425675	0.26535
14	121459621	121505253	-	Slc15a1	protein_coding	Slc15a1	ensembl_havana	0.0277769	0.0838839	0.343869	0.137922	0.0836881	0.034362	0.189371	0.239722	0.201821	0.16986
16	36750177	36784963	-	Slc15a2	protein_coding	Slc15a2	ensembl_havana	6.75327	17.8819	12.2712	9.67521	18.9627	7.99455	14.0061	14.1644	12.9314	11.8196
19	10839727	10859363	+	Slc15a3	protein_coding	Slc15a3	ensembl_havana	2.38031	3.50705	2.16734	2.43955	1.91069	2.07866	2.16319	1.98363	1.5077	1.50672
5	127595664	127632898	-	Slc15a4	protein_coding	Slc15a4	ensembl_havana	14.06	15.524	14.4833	16.1942	13.1114	17.1082	16.4531	17.3993	16.0527	13.5916
6	137983586	138079917	-	Slc15a5	protein_coding	Slc15a5	ensembl_havana	0.0277769	0.0001	0.0449395	0.0138822	0.0001	0.0001	0.121774	0.0134123	0.0638012	0.1062
3	104638668	104658463	+	Slc16a1	protein_coding	Slc16a1	ensembl_havana	194.929	213.912	185.695	187.59	173.959	238.498	217.093	215.034	201.646	205.303
10	40033532	40142259	-	Slc16a10	protein_coding	Slc16a10	ensembl_havana	5.79841	4.12945	5.70966	5.38895	4.95568	3.41487	3.55568	4.27335	4.84139	3.41652
11	70212752	70216418	+	Slc16a11	protein_coding	Slc16a11	ensembl_havana	1.78526	0.622494	1.67411	1.51614	1.11063	0.559712	0.932933	1.8372	2.10224	1.02927
19	34668403	34747290	-	Slc16a12	protein_coding	Slc16a12	ensembl_havana	7.9157	6.22404	10.2833	11.1499	16.264	2.72964	9.45011	5.49808	6.41269	5.0929
11	70216789	70221065	-	Slc16a13	protein_coding	Slc16a13	ensembl_havana	1.2594	1.58002	1.95809	1.04755	1.52857	1.59899	1.21684	1.42452	1.44399	1.09293
1	84905898	84935135	-	Slc16a14	protein_coding	Slc16a14	ensembl_havana	0.512123	0.311297	0.373762	0.330873	0.51357	0.536871	0.243448	0.466031	0.276139	0.657919
X	103697414	103821984	-	Slc16a2	protein_coding	Slc16a2	ensembl_havana	26.8606	31.0241	29.1458	25.9382	28.5037	25.6508	27.3767	25.7727	22.9856	21.3049
11	120948480	120960869	+	Slc16a3	protein_coding	Slc16a3	ensembl_havana	8.12327	6.10435	3.51253	4.16232	4.96763	8.10877	4.43444	6.29682	9.59775	6.75866
3	107291230	107312116	+	Slc16a4	protein_coding	Slc16a4	ensembl_havana	6.32428	6.61903	5.78439	7.07036	6.0901	5.18508	5.44839	6.00395	5.48902	5.12474
11	115462474	115474399	+	Slc16a5	protein_coding	Slc16a5	ensembl_havana	0.0416154	0.0001	0.0001	0.0552289	0.0001	0.0001	0.0001	0.0001	0.0319506	0.03193
11	109450855	109473599	-	Slc16a6	protein_coding	Slc16a6	ensembl_havana	16.7308	17.1278	17.4725	15.6843	17.7327	22.5672	15.9259	17.6655	14.6938	19.2041
10	125219270	125389466	-	Slc16a7	protein_coding	Slc16a7	ensembl_havana	4.88507	5.853	6.41215	5.84376	7.37974	5.85889	5.70526	5.95071	6.26405	6.85415
15	79251014	79254762	-	Slc16a8	protein_coding	Slc16a8	ensembl_havana	70.7831	93.0763	74.5661	74.4793	60.0288	98.3707	79.6023	82.2034	82.5454	78.8022
10	70245100	70285969	+	Slc16a9	protein_coding	Slc16a9	ensembl_havana	73.1488	87.6399	75.3611	69.7925	62.6442	93.1334	76.2198	91.2014	62.988	63.8312
13	23867750	23895731	+	Slc17a1	protein_coding	Slc17a1	ensembl_havana	0.0139385	0.0719147	0.089779	0.0414466	0.0239823	0.0457826	0.0136193	0.0001	0.0319506	0.22291
13	23806993	23825181	+	Slc17a2	protein_coding	Slc17a2	ensembl_havana	0.0692923	0.0240382	0.0449395	0.0001	0.0598058	0.0001	0.040658	0.0001	0.0425675	0.15925
13	23839434	23860717	+	Slc17a3	protein_coding	Slc17a3	ensembl_havana	0.0001	0.0001	0.0150465	0.0001	0.0001	0.0457826	0.0001	0.0267246	0.0319506	0.0743699
9	78536488	78588042	-	Slc17a5	protein_coding	Slc17a5	ensembl_havana	8.22016	10.5568	9.74525	8.66913	8.51418	9.59342	10.9373	10.1041	9.94817	8.13798
7	51622006	51671120	+	Slc17a6	protein_coding	Slc17a6	ensembl_havana	0.290708	0.0479765	0.134618	0.565171	0.919569	0.102886	0.216409	0.0666615	0.414158	2.80114
7	45163949	45176143	+	Slc17a7	protein_coding	Slc17a7	ensembl_havana	8.33085	5.92481	7.24914	9.33064	16.1564	2.71822	4.40739	1.89045	4.48041	33.5389
10	89574020	89621254	-	Slc17a8	protein_coding	Slc17a8	ensembl_havana	1.28708	2.4418	2.10756	2.0123	3.14062	1.40484	2.01448	1.81057	2.27211	2.42979
2	180725263	180742281	+	Slc17a9	protein_coding	Slc17a9	ensembl_havana	0.802731	0.981568	0.55312	0.592735	0.752393	0.331299	0.689586	0.705652	0.753898	0.54121
8	69037711	69089236	-	Slc18a1	protein_coding	Slc18a1	ensembl_havana	0.5398	0.299328	0.493334	0.441131	0.298629	0.376982	0.500315	0.386157	0.467242	0.33962
19	59260896	59296013	+	Slc18a2	protein_coding	Slc18a2	ensembl_havana	4.01325	5.3862	3.07907	3.98317	4.84822	5.07087	4.44795	5.28508	5.51025	4.47752
14	32462438	32464851	-	Slc18a3	protein_coding	Slc18a3	havana	0.0969692	0.0479765	0.0748325	0.0138822	0.119512	0.0001	0.0676966	0.0400369	0.0425675	0.1062
10	23796986	23827969	+	Slc18b1	protein_coding	Slc18b1	ensembl_havana	7.91573	7.92368	7.51823	6.61554	7.33197	8.94244	9.16624	8.13393	7.25141	7.19369
10	77032241	77061003	+	Slc19a1	protein_coding	Slc19a1	ensembl_havana	20.7994	25.614	19.834	20.1359	18.915	20.3404	21.1173	21.8455	19.2697	19.8195
1	164249046	164265386	+	Slc19a2	protein_coding	Slc19a2	ensembl_havana	16.2604	16.5891	15.8733	14.9124	15.7864	16.1031	15.5202	19.05	14.1738	14.0689
1	83012523	83038449	-	Slc19a3	protein_coding	Slc19a3	ensembl_havana	0.235354	0.706278	0.388709	0.317091	0.298629	0.34272	0.486796	0.199785	0.446008	0.23352
19	28835049	28913961	+	Slc1a1	protein_coding	Slc1a1	ensembl_havana	147.227	197.529	152.577	136.225	155.111	215.305	158.711	185.644	170.36	162.996
2	102658659	102790785	+	Slc1a2	protein_coding	Slc1a2	ensembl_havana	11.5414	11.0596	13.721	14.4714	23.1899	8.78258	11.14	9.07909	9.67208	42.1112
15	8634124	8710765	-	Slc1a3	protein_coding	Slc1a3	ensembl_havana	21.6156	13.992	35.1697	14.5678	18.7955	5.15081	14.9525	7.81445	11.2433	26.4193
11	20302180	20332714	-	Slc1a4	protein_coding	Slc1a4	ensembl_havana	6.42115	6.04453	7.45841	6.87744	6.16174	6.36141	6.54346	6.54976	8.21755	8.20162
7	16781340	16798275	+	Slc1a5	protein_coding	Slc1a5	ensembl_havana	19.0279	16.4696	15.5444	17.3518	14.0907	16.8569	21.185	19.7555	19.7795	15.8938
10	78780496	78814766	+	Slc1a6	protein_coding	Slc1a6	ensembl_havana	0.429092	0.167668	0.328923	0.399784	0.429982	0.239934	0.243448	0.412782	0.254905	0.32901
4	107968332	108013533	+	Slc1a7	protein_coding	Slc1a7	ensembl_havana	1.88213	0.95763	1.09119	1.46101	2.93763	0.548291	1.05461	0.772214	0.722047	5.18839
2	129198764	129211617	+	Slc20a1	protein_coding	Slc20a1	ensembl_havana	22.0725	22.4422	19.8341	21.2522	20.3956	21.4595	21.3335	23.1236	21.2976	21.6443
8	22476788	22569613	+	Slc20a2	protein_coding	Slc20a2	ensembl_havana	64.1828	67.8529	57.9625	59.0156	51.4663	62.7564	59.1473	66.8546	53.2435	47.9998
